PB1_vRNA_100.0:100.0	649.0
PB1_vRNA_100.0:1022.0	11.0
PB1_vRNA_100.0:1072.0	5.0
PB1_vRNA_100.0:1122.0	0.0
PB1_vRNA_100.0:1169.0	0.0
PB1_vRNA_100.0:125.0	4091.0
PB1_vRNA_100.0:1269.0	24.0
PB1_vRNA_100.0:1369.0	214.0
PB1_vRNA_100.0:1469.0	0.0
PB1_vRNA_100.0:150.0	48377.0
PB1_vRNA_100.0:1569.0	9.0
PB1_vRNA_100.0:1669.0	0.0
PB1_vRNA_100.0:175.0	7274.0
PB1_vRNA_100.0:200.0	15070.0
PB1_vRNA_100.0:225.0	4077.0
PB1_vRNA_100.0:250.0	1356.0
PB1_vRNA_100.0:275.0	7113.0
PB1_vRNA_100.0:300.0	2248.0
PB1_vRNA_100.0:325.0	4544.0
PB1_vRNA_100.0:350.0	4570.0
PB1_vRNA_100.0:375.0	3544.0
PB1_vRNA_100.0:400.0	530.0
PB1_vRNA_100.0:425.0	2039.0
PB1_vRNA_100.0:450.0	5063.0
PB1_vRNA_100.0:475.0	1273.0
PB1_vRNA_100.0:500.0	814.0
PB1_vRNA_100.0:525.0	504.0
PB1_vRNA_100.0:550.0	500.0
PB1_vRNA_100.0:575.0	205.0
PB1_vRNA_100.0:600.0	342.0
PB1_vRNA_100.0:622.0	242.0
PB1_vRNA_100.0:672.0	296.0
PB1_vRNA_100.0:722.0	34.0
PB1_vRNA_100.0:75.0	73.0
PB1_vRNA_100.0:772.0	157.0
PB1_vRNA_100.0:822.0	32.0
PB1_vRNA_100.0:872.0	58.0
PB1_vRNA_100.0:922.0	80.0
PB1_vRNA_100.0:972.0	69.0
PB1_vRNA_1022.0:100.0	15.0
PB1_vRNA_1022.0:1122.0	0.0
PB1_vRNA_1022.0:125.0	141.0
PB1_vRNA_1022.0:150.0	57.0
PB1_vRNA_1022.0:1569.0	0.0
PB1_vRNA_1022.0:175.0	20.0
PB1_vRNA_1022.0:1969.0	0.0
PB1_vRNA_1022.0:200.0	3.0
PB1_vRNA_1022.0:225.0	9.0
PB1_vRNA_1022.0:250.0	21.0
PB1_vRNA_1022.0:275.0	37.0
PB1_vRNA_1022.0:300.0	0.0
PB1_vRNA_1022.0:325.0	1.0
PB1_vRNA_1022.0:350.0	0.0
PB1_vRNA_1022.0:425.0	2.0
PB1_vRNA_1022.0:450.0	0.0
PB1_vRNA_1022.0:475.0	5.0
PB1_vRNA_1022.0:550.0	0.0
PB1_vRNA_1022.0:722.0	261.0
PB1_vRNA_1022.0:75.0	0.0
PB1_vRNA_1022.0:922.0	11.0
PB1_vRNA_1072.0:100.0	4.0
PB1_vRNA_1072.0:150.0	162.0
PB1_vRNA_1072.0:175.0	0.0
PB1_vRNA_1072.0:200.0	25.0
PB1_vRNA_1072.0:250.0	0.0
PB1_vRNA_1072.0:325.0	0.0
PB1_vRNA_1072.0:575.0	0.0
PB1_vRNA_1072.0:75.0	0.0
PB1_vRNA_1122.0:100.0	4.0
PB1_vRNA_1122.0:125.0	0.0
PB1_vRNA_1122.0:150.0	9.0
PB1_vRNA_1122.0:175.0	39.0
PB1_vRNA_1122.0:200.0	2.0
PB1_vRNA_1122.0:225.0	0.0
PB1_vRNA_1122.0:250.0	199.0
PB1_vRNA_1122.0:300.0	2.0
PB1_vRNA_1122.0:325.0	57.0
PB1_vRNA_1122.0:350.0	0.0
PB1_vRNA_1122.0:375.0	1.0
PB1_vRNA_1122.0:425.0	0.0
PB1_vRNA_1122.0:475.0	1.0
PB1_vRNA_1122.0:525.0	0.0
PB1_vRNA_1122.0:550.0	5.0
PB1_vRNA_1122.0:622.0	4.0
PB1_vRNA_1122.0:75.0	0.0
PB1_vRNA_1122.0:922.0	0.0
PB1_vRNA_1169.0:125.0	18.0
PB1_vRNA_1169.0:150.0	40.0
PB1_vRNA_1169.0:1869.0	0.0
PB1_vRNA_1169.0:200.0	81.0
PB1_vRNA_1169.0:225.0	29.0
PB1_vRNA_1169.0:250.0	4.0
PB1_vRNA_1169.0:300.0	1.0
PB1_vRNA_1169.0:325.0	4.0
PB1_vRNA_1169.0:350.0	54.0
PB1_vRNA_1169.0:425.0	1.0
PB1_vRNA_1169.0:450.0	4.0
PB1_vRNA_1169.0:525.0	74.0
PB1_vRNA_1169.0:600.0	0.0
PB1_vRNA_1169.0:772.0	1.0
PB1_vRNA_1169.0:872.0	0.0
PB1_vRNA_125.0:100.0	1255.0
PB1_vRNA_125.0:1022.0	35.0
PB1_vRNA_125.0:1072.0	24.0
PB1_vRNA_125.0:1122.0	0.0
PB1_vRNA_125.0:1169.0	25.0
PB1_vRNA_125.0:125.0	10072.0
PB1_vRNA_125.0:1269.0	3.0
PB1_vRNA_125.0:1369.0	0.0
PB1_vRNA_125.0:150.0	72760.0
PB1_vRNA_125.0:1569.0	44.0
PB1_vRNA_125.0:1669.0	1.0
PB1_vRNA_125.0:175.0	8896.0
PB1_vRNA_125.0:1769.0	0.0
PB1_vRNA_125.0:1969.0	0.0
PB1_vRNA_125.0:200.0	12741.0
PB1_vRNA_125.0:2069.0	32.0
PB1_vRNA_125.0:2169.0	0.0
PB1_vRNA_125.0:225.0	7699.0
PB1_vRNA_125.0:250.0	4372.0
PB1_vRNA_125.0:275.0	3054.0
PB1_vRNA_125.0:300.0	9709.0
PB1_vRNA_125.0:325.0	6573.0
PB1_vRNA_125.0:350.0	5862.0
PB1_vRNA_125.0:375.0	2539.0
PB1_vRNA_125.0:400.0	4480.0
PB1_vRNA_125.0:425.0	2005.0
PB1_vRNA_125.0:450.0	1861.0
PB1_vRNA_125.0:475.0	2135.0
PB1_vRNA_125.0:500.0	1215.0
PB1_vRNA_125.0:525.0	853.0
PB1_vRNA_125.0:550.0	1247.0
PB1_vRNA_125.0:575.0	491.0
PB1_vRNA_125.0:600.0	459.0
PB1_vRNA_125.0:622.0	247.0
PB1_vRNA_125.0:672.0	0.0
PB1_vRNA_125.0:722.0	470.0
PB1_vRNA_125.0:75.0	155.0
PB1_vRNA_125.0:772.0	204.0
PB1_vRNA_125.0:822.0	356.0
PB1_vRNA_125.0:872.0	549.0
PB1_vRNA_125.0:922.0	396.0
PB1_vRNA_125.0:972.0	87.0
PB1_vRNA_1269.0:100.0	467.0
PB1_vRNA_1269.0:125.0	18.0
PB1_vRNA_1269.0:150.0	1.0
PB1_vRNA_1269.0:1569.0	1.0
PB1_vRNA_1269.0:175.0	3.0
PB1_vRNA_1269.0:1969.0	0.0
PB1_vRNA_1269.0:200.0	168.0
PB1_vRNA_1269.0:225.0	2.0
PB1_vRNA_1269.0:250.0	13.0
PB1_vRNA_1269.0:275.0	24.0
PB1_vRNA_1269.0:325.0	19.0
PB1_vRNA_1269.0:350.0	10.0
PB1_vRNA_1269.0:375.0	6.0
PB1_vRNA_1269.0:425.0	0.0
PB1_vRNA_1269.0:450.0	100.0
PB1_vRNA_1269.0:500.0	16.0
PB1_vRNA_1269.0:525.0	39.0
PB1_vRNA_1269.0:575.0	0.0
PB1_vRNA_1269.0:622.0	0.0
PB1_vRNA_1269.0:722.0	0.0
PB1_vRNA_1269.0:75.0	0.0
PB1_vRNA_1269.0:772.0	0.0
PB1_vRNA_1269.0:822.0	0.0
PB1_vRNA_1269.0:872.0	0.0
PB1_vRNA_1269.0:922.0	0.0
PB1_vRNA_1269.0:972.0	0.0
PB1_vRNA_1369.0:1072.0	280.0
PB1_vRNA_1369.0:150.0	58.0
PB1_vRNA_1369.0:175.0	0.0
PB1_vRNA_1369.0:200.0	2.0
PB1_vRNA_1369.0:225.0	2.0
PB1_vRNA_1369.0:250.0	2.0
PB1_vRNA_1369.0:275.0	1.0
PB1_vRNA_1369.0:300.0	68.0
PB1_vRNA_1369.0:350.0	16.0
PB1_vRNA_1369.0:375.0	19.0
PB1_vRNA_1369.0:425.0	0.0
PB1_vRNA_1369.0:475.0	1.0
PB1_vRNA_1369.0:500.0	0.0
PB1_vRNA_1369.0:600.0	0.0
PB1_vRNA_1369.0:722.0	0.0
PB1_vRNA_1369.0:75.0	93.0
PB1_vRNA_1469.0:100.0	0.0
PB1_vRNA_1469.0:1022.0	0.0
PB1_vRNA_1469.0:125.0	0.0
PB1_vRNA_1469.0:175.0	102.0
PB1_vRNA_1469.0:200.0	0.0
PB1_vRNA_1469.0:225.0	0.0
PB1_vRNA_1469.0:250.0	0.0
PB1_vRNA_1469.0:275.0	2.0
PB1_vRNA_1469.0:400.0	33.0
PB1_vRNA_1469.0:450.0	0.0
PB1_vRNA_1469.0:575.0	0.0
PB1_vRNA_1469.0:622.0	0.0
PB1_vRNA_1469.0:722.0	0.0
PB1_vRNA_1469.0:75.0	10.0
PB1_vRNA_1469.0:872.0	50.0
PB1_vRNA_1469.0:972.0	0.0
PB1_vRNA_150.0:100.0	12989.0
PB1_vRNA_150.0:1022.0	1.0
PB1_vRNA_150.0:1072.0	32.0
PB1_vRNA_150.0:1122.0	223.0
PB1_vRNA_150.0:1169.0	6.0
PB1_vRNA_150.0:125.0	6890.0
PB1_vRNA_150.0:1369.0	1.0
PB1_vRNA_150.0:1469.0	66.0
PB1_vRNA_150.0:150.0	62863.0
